Food product,Land use change,Animal Feed,Farm,Processing,Transport,Packging,Retail,Total_emissions,Eutrophying emissions per 1000kcal (gPO₄eq per 1000kcal),Eutrophying emissions per kilogram (gPO₄eq per kilogram),Eutrophying emissions per 100g protein (gPO₄eq per 100 grams protein),Freshwater withdrawals per 1000kcal (liters per 1000kcal),Freshwater withdrawals per 100g protein (liters per 100g protein),Freshwater withdrawals per kilogram (liters per kilogram),Greenhouse gas emissions per 1000kcal (kgCO₂eq per 1000kcal),Greenhouse gas emissions per 100g protein (kgCO₂eq per 100g protein),Land use per 1000kcal (m² per 1000kcal),Land use per kilogram (m² per kilogram),Land use per 100g protein (m² per 100g protein),Scarcity-weighted water use per kilogram (liters per kilogram),Scarcity-weighted water use per 100g protein (liters per 100g protein),Scarcity-weighted water use per 1000kcal (liters per 1000 kilocalories),Matched_food_product,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,irom,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water
Peas,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.7999999999999999,2.173410405,7.52,3.384338434,0.0,178.48784880000002,396.6,0.2832369939999999,0.441044104,2.156069364,7.46,3.357335734,27948.2,12577.94779,0.0,"Peas, raw, green",0.0,100,81,0.4,0.1,0,5.0,28.4,65.0,0.0,2.09,0.104,0.132,0.266,765.0,38.0,21.0,449.0,0.0,2477.0,0,0.0,0.169,40.0,0.0,0.13,0.13,24.8,25.0,0.176,1.47,33.0,0.41,108.0,244.0,1.8,1.24,5.42,0.24,0.428,0.496,0.032,0.741,0.184,0.107,0.0,0.195,0.323,0.317,0.082,0.2,0.173,0.181,0.203,0.037,0.114,0.235,14.45,5.7,5.67,0.39,0.0,0.12,0.0,0.17,4.99,0.4,0.071,0.035,0.187,0.0,0.0,0.87,0.0,0.0,78.86
Nuts,-2.1,0.0,2.1,0.0,0.1,0.1,0.0,0.2,3.113821138,19.15,11.72688304,672.1626016,2531.414574,4133.8,0.069918699,0.263319045,2.107317073,12.96,7.936313533,229889.8,140777.5873,37380.45528,"Nuts, pecans",0.0,100,691,72.0,6.2,0,0.0,40.5,22.0,0.0,1.167,0.863,0.13,0.66,56.0,3.0,0.0,29.0,9.0,17.0,0,0.0,0.21,1.1,0.0,1.4,1.4,3.5,70.0,1.2,2.53,121.0,4.5,277.0,410.0,3.8,4.53,9.17,0.397,1.177,0.929,0.152,1.829,0.453,0.262,0.0,0.336,0.598,0.287,0.183,0.426,0.363,0.474,0.306,0.093,0.215,0.411,13.86,9.6,3.97,0.04,0.0,0.04,0.0,0.0,3.9,71.97,6.18,40.801,21.614,0.0,0.0,1.49,0.0,0.0,3.52
Peanuts,0.4,0.0,1.4,0.4,0.1,0.1,0.0,2.4,2.437931034,14.14,5.401069519,319.362069,707.5248281,1852.3,0.556896552,1.233766234,1.570689655,9.11,3.479755539,61797.9,23605.00382,10654.81034,"Peanuts, raw, all types",0.0,100,567,49.0,6.3,0,18.0,52.5,240.0,0.0,12.066,1.767,0.135,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.348,0.0,0.0,8.33,8.33,0.0,92.0,1.144,4.58,168.0,1.934,376.0,705.0,7.2,3.27,25.8,1.025,3.085,3.146,0.331,5.39,1.554,0.652,0.0,0.907,1.672,0.926,0.317,1.377,1.138,1.271,0.883,0.25,1.049,1.082,16.13,8.5,4.72,0.0,0.0,0.0,0.0,0.0,0.0,49.24,6.279,24.426,15.558,0.0,0.0,2.33,0.0,0.0,6.5
Soymilk,0.2,0.0,0.1,0.2,0.1,0.1,0.3,1.0,0.0,1.06,0.0,0.0,0.0,27.8,0.0,0.0,0.0,0.66,0.0,955.6,0.0,0.0,"SILK Plain, soymilk",0.0,100,41,1.7,0.2,0,49.0,0.0,10.0,0.0,0.0,0.0,0.21,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0,1.23,0.0,0.0,49.0,0.0,0.0,0.0,123.0,0.0,0.44,16.0,0.0,0.0,123.0,2.3,0.25,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29,0.4,2.47,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.206,0.0,0.0,0.0,0.0,0.65,0.0,0.0,91.53
Tofu,1.0,0.0,0.5,0.8,0.2,0.2,0.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HOUSE FOODS Premium Firm Tofu,0.0,100,85,4.2,0.7,0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,149.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,10.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.9,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.19,0.71,0.97,2.51,0.0,0.0,1.05,0.0,0.0,82.87
Soybean Oil,3.1,0.0,1.5,0.3,0.3,0.8,0.0,5.999999999999999,0.0,11.69,0.0,0.0,0.0,414.6,0.0,0.0,0.0,10.52,0.0,14888.2,0.0,0.0,"Oil, soybean lecithin",0.0,100,763,100.0,15.0,0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,8.18,8.18,183.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,15.005,10.977,45.318,0.0,0.0,0.0,0.0,0.0,0.0
Palm Oil,3.1,0.0,2.1,1.3,0.2,0.9,0.0,7.6,1.207013575,10.67,0.0,0.7239819000000001,0.0,6.4,0.828054299,0.0,0.273755656,2.42,0.0,36.2,0.0,4.095022623999999,"Oil, palm",0.0,100,884,100.0,49.0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,15.94,15.94,8.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,49.3,37.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0
Sunflower Oil,0.1,0.0,2.1,0.2,0.2,0.9,0.0,3.5000000000000004,5.730769231,50.66,0.0,114.0158371,0.0,1007.9,0.407239819,0.0,1.997737557,17.66,0.0,36369.4,0.0,4114.18552,"Oil, corn and canola",0.0,100,884,100.0,8.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.84,14.84,42.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,8.026,58.537,29.113,0.0,0.0,0.0,0.0,0.0,0.0
Rapeseed Oil,0.2,0.0,2.3,0.2,0.2,0.8,0.0,3.7,2.17081448,19.19,0.0,26.88914027,0.0,237.7,0.426470588,0.0,1.202488688,10.63,0.0,10593.7,0.0,1198.382353,"Oil, grapeseed",0.0,100,884,100.0,9.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28.8,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,9.6,16.1,69.9,0.0,0.0,0.0,0.0,0.0,0.0
Olive Oil,-0.4,0.0,4.3,0.7,0.5,0.9,0.0,6.0,4.214932127,37.26,0.0,242.2850679,0.0,2141.8,0.6131221720000001,0.0,2.976244344,26.31,0.0,177480.2,0.0,20076.9457,"Oil, salad or cooking, olive",0.0,100,884,100.0,14.0,0,2.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,14.35,14.35,60.2,1.0,0.0,0.56,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,13.808,72.961,10.523,0.0,0.0,0.0,0.0,0.0,0.0
Tomatoes,0.4,0.0,0.7,0.0,0.2,0.1,0.0,1.4,39.52631579,7.51,68.27272727,1946.315789,3361.818182,369.8,11.0,19.0,4.210526316,0.8,7.272727272999999,5335.7,48506.36364,28082.63158,"Tomatoes, raw, orange",0.0,100,16,0.2,0.0,0,42.0,0.0,29.0,0.0,0.593,0.186,0.034,0.046,1496.0,75.0,0.0,0.0,0.0,0.0,0,0.0,0.06,16.0,0.0,0.0,0.0,0.0,5.0,0.062,0.47,8.0,0.088,29.0,212.0,0.4,0.14,1.16,0.033,0.029,0.161,0.015,0.427,0.029,0.018,0.0,0.027,0.042,0.042,0.01,0.03,0.022,0.031,0.029,0.008,0.02,0.03,3.18,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.025,0.028,0.076,0.0,0.0,0.69,0.0,0.0,94.78
Onions & Leeks,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,8.756756757,3.24,24.92307692,38.64864865,110.0,14.3,1.351351351,3.846153846,1.054054054,0.39,3.0,932.0,7169.230769,2518.918919,"Onions, unprepared, chopped, frozen",0.0,100,29,0.1,0.0,0,12.0,0.0,17.0,0.0,0.151,0.102,0.027,0.03,35.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.075,3.3,0.0,0.0,0.0,0.0,17.0,0.019,0.33,7.0,0.074,22.0,124.0,0.4,0.07,0.79,0.022,0.106,0.043,0.014,0.127,0.033,0.013,0.0,0.028,0.028,0.038,0.007,0.02,0.025,0.023,0.019,0.011,0.02,0.018,6.82,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.017,0.014,0.039,0.0,0.0,0.3,0.0,0.0,91.99
Turnips,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,4.351351351,1.61,16.1,76.75675676,284.0,28.4,1.162162162,4.3,0.8918918920000001,0.33,3.3,929.2,9292.0,2511.351351,"Turnips, raw",0.0,100,28,0.1,0.0,0,67.0,11.1,15.0,0.0,0.4,0.2,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.09,21.0,0.0,0.03,0.03,0.1,30.0,0.085,0.3,11.0,0.134,27.0,191.0,0.7,0.27,0.9,0.035,0.024,0.063,0.005,0.13,0.025,0.014,0.0,0.036,0.033,0.036,0.011,0.017,0.026,0.029,0.025,0.009,0.013,0.03,6.43,1.8,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.011,0.006,0.053,0.0,0.0,0.7,0.0,0.0,91.87
Cabbage,0.0,0.0,0.3,0.0,0.1,0.0,0.0,0.4,29.47058824,5.01,45.54545455,702.3529412,1085.4545449999998,119.4,3.0,4.6363636360000005,3.235294118,0.55,5.0,8455.1,76864.54545,49735.88235,"Cabbage, cooked, napa",0.0,100,12,0.2,0.0,0,11.0,0.0,43.0,0.0,0.466,0.035,0.025,0.005,263.0,13.0,49.0,133.0,0.0,0.0,0,0.0,0.037,3.2,0.0,0.0,0.0,0.0,29.0,0.096,0.74,8.0,0.203,19.0,87.0,0.4,0.14,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,96.33
Other Vegetables,0.0,0.0,0.2,0.1,0.2,0.0,0.0,0.5,0.0,2.27,0.0,0.0,0.0,102.5,0.0,0.0,0.0,0.38,0.0,4911.4,0.0,0.0,"Vegetables, unprepared, frozen, mixed",0.0,100,72,0.5,0.1,0,47.0,0.0,29.0,0.0,1.252,0.163,0.085,0.122,5078.0,254.0,0.0,0.0,0.0,0.0,0,0.0,0.096,10.4,0.0,0.0,0.0,0.0,25.0,0.093,0.95,24.0,0.244,59.0,212.0,0.4,0.45,3.33,0.143,0.225,0.353,0.03,0.455,0.121,0.085,0.0,0.162,0.221,0.198,0.04,0.139,0.082,0.158,0.133,0.034,0.086,0.174,13.47,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.098,0.031,0.235,0.0,0.0,0.6,0.0,0.0,82.08
Mandarin Orange,-0.1,0.0,0.3,0.0,0.1,0.0,0.0,0.3,7.0,2.24,37.33333333,258.4375,1378.333333,82.7,1.21875,6.5,2.6875,0.86,14.33333333,4662.7,77711.66667,14570.9375,"Tangerines, raw, (mandarin oranges)",0.0,100,53,0.3,0.0,0,2.0,10.2,16.0,0.0,0.376,0.216,0.036,0.058,681.0,34.0,101.0,155.0,407.0,138.0,0,0.0,0.078,26.7,0.0,0.2,0.2,0.0,37.0,0.042,0.15,12.0,0.039,20.0,166.0,0.1,0.07,0.81,0.028,0.068,0.129,0.002,0.061,0.019,0.011,0.0,0.017,0.028,0.032,0.002,0.018,0.074,0.033,0.016,0.002,0.015,0.021,13.34,1.8,10.58,2.4,0.0,2.13,0.0,0.0,6.05,0.31,0.039,0.06,0.065,0.0,0.0,0.38,0.0,0.0,85.17
Bananas,0.0,0.0,0.3,0.1,0.3,0.1,0.0,0.7999999999999999,5.483333332999999,3.29,36.55555556,190.8333333,1272.222222,114.5,1.4333333330000002,9.555555556,3.216666667,1.93,21.44444444,661.9,7354.444444,1103.166667,"Bananas, raw",0.0,100,89,0.3,0.1,0,1.0,9.8,20.0,0.0,0.665,0.334,0.073,0.031,64.0,3.0,25.0,26.0,0.0,22.0,0,0.0,0.367,8.7,0.0,0.1,0.1,0.5,5.0,0.078,0.26,27.0,0.27,22.0,358.0,1.0,0.15,1.09,0.04,0.049,0.124,0.009,0.152,0.038,0.077,0.0,0.028,0.068,0.05,0.008,0.049,0.028,0.04,0.028,0.009,0.009,0.047,22.84,2.6,12.23,4.85,0.0,4.98,0.0,0.01,2.39,0.33,0.112,0.032,0.073,0.0,0.0,0.82,0.0,0.0,74.91
Apples,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.3,3.020833333,1.45,48.33333333,375.2083333,6003.333333,180.1,0.895833333,14.33333333,1.3125,0.63,21.0,12948.6,431620.0,26976.25,"Rose-apples, raw",0.0,100,25,0.3,0.0,0,0.0,0.0,0.0,0.0,0.8,0.0,0.03,0.02,339.0,17.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.3,0.0,0.0,0.0,0.0,29.0,0.016,0.07,5.0,0.029,8.0,123.0,0.0,0.06,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,93.0
Berries & Grapes,0.0,0.0,0.7,0.0,0.2,0.2,0.0,1.1,10.73684211,6.12,61.2,736.1403508999999,4196.0,419.6,2.684210526,15.3,4.228070175,2.41,24.1,21162.1,211621.0,37126.49123,"Grapes, raw, american type (slip skin)",0.0,100,67,0.4,0.1,0,2.0,5.6,4.0,0.0,0.3,0.024,0.057,0.092,100.0,5.0,1.0,59.0,0.0,72.0,0,0.0,0.11,4.0,0.0,0.19,0.19,14.6,14.0,0.04,0.29,5.0,0.718,10.0,191.0,0.1,0.04,0.63,0.026,0.046,0.077,0.01,0.131,0.019,0.023,0.0,0.005,0.013,0.014,0.021,0.013,0.021,0.03,0.017,0.003,0.011,0.017,17.15,0.9,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.114,0.014,0.102,0.0,0.0,0.57,0.0,0.0,81.3
Wine,-0.1,0.0,0.6,0.1,0.1,0.7,0.0,1.4,0.0,4.57,0.0,0.0,0.0,78.9,0.0,0.0,0.0,1.78,0.0,1149.3,0.0,0.0,"Alcoholic beverage, light, wine",0.0,100,49,0.0,0.0,0,7.0,5.0,1.0,0.0,0.1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,9.0,0.011,0.4,10.0,0.0,15.0,88.0,0.2,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.0,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.13,0.0,0.0,92.23
Melon,0.1,0.0,0.4,0.0,0.2,0.0,0.0,0.7,0.0,2.43,0.0,0.0,0.0,153.5,0.0,0.0,0.0,0.89,0.0,9533.1,0.0,0.0,"Melons, raw, cantaloupe",0.0,100,34,0.2,0.1,0,16.0,7.6,21.0,0.0,0.734,0.105,0.019,0.041,3382.0,169.0,16.0,2020.0,1.0,26.0,0,0.0,0.072,36.7,0.0,0.05,0.05,2.5,9.0,0.041,0.21,12.0,0.041,15.0,267.0,0.4,0.18,0.84,0.095,0.029,0.136,0.002,0.209,0.026,0.015,0.0,0.021,0.029,0.03,0.012,0.023,0.019,0.042,0.017,0.002,0.014,0.033,8.16,0.9,7.86,1.87,0.06,1.54,0.0,0.04,4.35,0.19,0.051,0.003,0.081,0.0,0.0,0.65,0.0,0.0,90.15
Coffee,3.7,0.0,10.4,0.6,0.1,1.6,0.1,16.500000000000004,197.3571429,110.52,138.15,46.25,32.375,25.9,50.94642857,35.6625,38.60714286,21.62,27.025,337.0,421.25,601.7857142999999,"Beverages, breakfast blend, brewed, coffee",0.0,100,2,0.0,0.0,0,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.005,0.02,4.0,0.032,3.0,50.0,0.0,0.02,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.47
Dark Chocolate,14.3,0.0,3.7,0.2,0.1,0.4,0.0,18.7,16.84332689,87.08,174.16,104.5647969,1081.2,540.6,9.023210832,93.3,13.3384913,68.96,137.92,2879.2,5758.4,556.9052224,"Candies, SPECIAL DARK Chocolate Bar",0.0,100,556,32.0,0.0,5,6.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.02,2.13,31.0,0.0,51.0,502.0,0.3,0.01,5.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.49,6.5,47.56,0.0,0.0,0.0,0.0,0.0,0.0,32.4,0.0,5.14,0.44,5.0,0.0,0.67,0.0,0.0,0.9
